Ano,Localidade,Zona,Rede,Ed_Infantil_Total,Creche_Total,Pre_Escola_Total,Fundamental_Total,Fundamental_AI,Fundamental_AF,Fundamental_1ano,Fundamental_2ano,Fundamental_3ano,Fundamental_4ano,Fundamental_5ano,Fundamental_6ano,Fundamental_7ano,Fundamental_8ano,Fundamental_9ano,Medio_Total,Medio_1ano,Medio_2ano,Medio_3ano,Medio_4ano,Medio_Nao_Seriado
2024.0,Paraná,Urbana,Municipal,7.0,9.0,6.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,6.0,6.0,6.0,6.0,6.0,5.0
2024.0,Paraná,Rural,Municipal,5.0,8.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,6.0,6.0,5.0,5.0,6.0,6.0,6.0,6.0,6.0,5.0
2024.0,Paraná,Total,Privada,7.0,8.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,6.0,8.0,4.0
2024.0,Paraná,Urbana,Privada,7.0,8.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,6.0,8.0,4.0
2024.0,Paraná,Rural,Privada,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,6.0,6.0,6.0,6.0,6.0,5.0
2024.0,Paraná,Total,Pública,7.0,9.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,6.0,5.0,5.0,5.0,6.0
2024.0,Paraná,Urbana,Pública,7.0,9.0,6.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,6.0,5.0,5.0,5.0,6.0
2024.0,Paraná,Rural,Pública,5.0,8.0,4.0,5.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,6.0,6.0,6.0,6.0,4.0,5.0
2024.0,Santa Catarina,Total,Total,7.0,9.0,6.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,3.0
2024.0,Santa Catarina,Urbana,Total,7.0,9.0,6.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0
2024.0,Santa Catarina,Rural,Total,7.0,10.0,5.0,4.0,5.0,4.0,4.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,6.0,4.0,5.0
2024.0,Santa Catarina,Total,Federal,4.0,4.0,4.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,8.0,8.0,8.0,8.0,4.0,5.0
2024.0,Santa Catarina,Urbana,Federal,4.0,4.0,4.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,8.0,8.0,8.0,8.0,4.0,5.0
2024.0,Santa Catarina,Rural,Federal,6.0,7.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,8.0,8.0,8.0,8.0,6.0,5.0
2024.0,Santa Catarina,Total,Estadual,12.0,12.0,12.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0
2024.0,Santa Catarina,Urbana,Estadual,12.0,12.0,12.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0
2024.0,Santa Catarina,Rural,Estadual,6.0,7.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,5.0,5.0,4.0,5.0
2024.0,Santa Catarina,Total,Municipal,7.0,9.0,5.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,6.0,6.0,6.0,6.0,4.0,5.0
2024.0,Santa Catarina,Urbana,Municipal,7.0,9.0,5.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,6.0,6.0,6.0,6.0,6.0,5.0
2024.0,Santa Catarina,Rural,Municipal,7.0,9.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,4.0,8.0,8.0,8.0,8.0,4.0,5.0
2024.0,Santa Catarina,Total,Privada,8.0,9.0,7.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,6.0,3.0
2024.0,Santa Catarina,Urbana,Privada,8.0,9.0,7.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,6.0,3.0
2024.0,Santa Catarina,Rural,Privada,10.0,11.0,8.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,6.0,5.0
2024.0,Santa Catarina,Total,Pública,7.0,9.0,5.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0
2024.0,Santa Catarina,Urbana,Pública,7.0,9.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0
2024.0,Santa Catarina,Rural,Pública,7.0,9.0,5.0,4.0,5.0,4.0,4.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,6.0,4.0,5.0
2024.0,Rio Grande do Sul,Total,Total,8.0,10.0,6.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,5.0,6.0,5.0,5.0,5.0,3.0
2024.0,Rio Grande do Sul,Urbana,Total,8.0,10.0,6.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,5.0,6.0,5.0,5.0,5.0,3.0
2024.0,Rio Grande do Sul,Rural,Total,6.0,9.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,7.0,7.0,7.0,7.0,8.0,5.0
2024.0,Rio Grande do Sul,Total,Federal,7.0,6.0,7.0,5.0,6.0,5.0,6.0,5.0,6.0,6.0,6.0,5.0,5.0,5.0,5.0,7.0,7.0,7.0,7.0,5.0,5.0
2024.0,Rio Grande do Sul,Urbana,Federal,7.0,6.0,7.0,5.0,6.0,5.0,6.0,5.0,6.0,6.0,6.0,5.0,5.0,5.0,5.0,6.0,6.0,6.0,6.0,5.0,5.0
2024.0,Rio Grande do Sul,Rural,Federal,6.0,7.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,8.0,8.0,8.0,9.0,7.0,5.0
2024.0,Rio Grande do Sul,Total,Estadual,5.0,10.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0,6.0,5.0,5.0,4.0,5.0
2024.0,Rio Grande do Sul,Urbana,Estadual,6.0,10.0,6.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0,6.0,5.0,5.0,4.0,5.0
2024.0,Rio Grande do Sul,Rural,Estadual,4.0,7.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,6.0,6.0,6.0,6.0,8.0,5.0
2024.0,Rio Grande do Sul,Total,Municipal,7.0,10.0,6.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,6.0,5.0
2024.0,Rio Grande do Sul,Urbana,Municipal,7.0,10.0,6.0,4.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,6.0,5.0
2024.0,Rio Grande do Sul,Rural,Municipal,6.0,9.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,6.0,6.0,5.0
2024.0,Rio Grande do Sul,Total,Privada,9.0,10.0,8.0,5.0,4.0,5.0,5.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,6.0,6.0,6.0,6.0,4.0,3.0
2024.0,Rio Grande do Sul,Urbana,Privada,9.0,10.0,8.0,5.0,4.0,5.0,5.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,6.0,6.0,6.0,6.0,4.0,3.0
2024.0,Rio Grande do Sul,Rural,Privada,9.0,10.0,7.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,8.0,8.0,8.0,9.0,6.0,5.0
2024.0,Rio Grande do Sul,Total,Pública,7.0,10.0,6.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,5.0,6.0,5.0,5.0,5.0,5.0
2024.0,Rio Grande do Sul,Urbana,Pública,7.0,10.0,6.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,5.0,6.0,5.0,5.0,5.0,5.0
2024.0,Rio Grande do Sul,Rural,Pública,6.0,9.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,7.0,7.0,7.0,7.0,8.0,5.0
2024.0,Mato Grosso do Sul,Total,Total,6.0,8.0,4.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,6.0,6.0,6.0,6.0,4.0,5.0
2024.0,Mato Grosso do Sul,Urbana,Total,6.0,8.0,4.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,6.0,6.0,6.0,6.0,4.0,5.0
2024.0,Mato Grosso do Sul,Rural,Total,5.0,6.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,6.0,6.0,6.0,6.0,4.0,7.0
2024.0,Mato Grosso do Sul,Total,Federal,6.0,7.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,6.0,5.0,5.0,5.0,6.0,6.0
2024.0,Mato Grosso do Sul,Urbana,Federal,6.0,7.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,6.0,5.0
2024.0,Mato Grosso do Sul,Rural,Federal,6.0,7.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,6.0,5.0,5.0,5.0,6.0,8.0
2024.0,Mato Grosso do Sul,Total,Estadual,10.0,10.0,10.0,6.0,6.0,6.0,4.0,4.0,4.0,7.0,8.0,6.0,6.0,6.0,5.0,6.0,6.0,6.0,6.0,4.0,5.0
2024.0,Mato Grosso do Sul,Urbana,Estadual,10.0,10.0,10.0,6.0,7.0,6.0,4.0,5.0,4.0,8.0,8.0,6.0,6.0,6.0,5.0,6.0,6.0,6.0,6.0,4.0,4.0
2024.0,Mato Grosso do Sul,Rural,Estadual,6.0,7.0,5.0,5.0,4.0,5.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,6.0,6.0,6.0,6.0,4.0,6.0
2024.0,Mato Grosso do Sul,Total,Municipal,6.0,8.0,4.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,8.0,8.0,8.0,8.0,6.0,5.0
2024.0,Mato Grosso do Sul,Urbana,Municipal,6.0,8.0,4.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,4.0,6.0,6.0,6.0,6.0,6.0,5.0
2024.0,Mato Grosso do Sul,Rural,Municipal,5.0,6.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,8.0,8.0,8.0,8.0,6.0,5.0
2024.0,Mato Grosso do Sul,Total,Privada,5.0,6.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,7.0,7.0,7.0,7.0,6.0,3.0
2024.0,Mato Grosso do Sul,Urbana,Privada,5.0,6.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,7.0,7.0,7.0,7.0,6.0,3.0
2024.0,Mato Grosso do Sul,Rural,Privada,5.0,6.0,4.0,10.0,10.0,10.0,4.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,9.0,9.0,9.0,9.0,6.0,5.0
2024.0,Mato Grosso do Sul,Total,Pública,6.0,8.0,4.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,6.0,6.0,6.0,6.0,4.0,5.0
2024.0,Mato Grosso do Sul,Urbana,Pública,6.0,8.0,4.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,6.0,6.0,6.0,6.0,4.0,5.0
2024.0,Mato Grosso do Sul,Rural,Pública,5.0,6.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,6.0,6.0,6.0,6.0,4.0,7.0
2024.0,Mato Grosso,Total,Total,5.0,7.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,5.0,4.0,5.0,5.0,5.0,5.0,7.0,4.0
2024.0,Mato Grosso,Urbana,Total,5.0,7.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0
2024.0,Mato Grosso,Rural,Total,5.0,6.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,6.0,6.0,6.0,10.0,4.0
2024.0,Mato Grosso,Total,Federal,6.0,7.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,8.0,8.0,8.0,8.0,5.0,5.0
2024.0,Mato Grosso,Urbana,Federal,6.0,7.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,7.0,8.0,7.0,7.0,5.0,5.0
2024.0,Mato Grosso,Rural,Federal,6.0,7.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,10.0,9.0,10.0,10.0,6.0,5.0
2024.0,Mato Grosso,Total,Estadual,6.0,7.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,10.0,4.0
2024.0,Mato Grosso,Urbana,Estadual,6.0,7.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,6.0,4.0
2024.0,Mato Grosso,Rural,Estadual,6.0,7.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,10.0,4.0
2024.0,Mato Grosso,Total,Municipal,5.0,7.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,5.0,4.0,5.0,5.0,5.0,6.0,6.0,6.0,6.0,6.0,5.0
2024.0,Mato Grosso,Urbana,Municipal,5.0,7.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,6.0,6.0,6.0,6.0,6.0,5.0
2024.0,Mato Grosso,Rural,Municipal,5.0,6.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,6.0,6.0,6.0,6.0,6.0,5.0
2024.0,Mato Grosso,Total,Privada,5.0,6.0,5.0,5.0,4.0,5.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,6.0,6.0,6.0,6.0,6.0,3.0
2024.0,Mato Grosso,Urbana,Privada,5.0,6.0,5.0,5.0,4.0,5.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,6.0,6.0,6.0,6.0,6.0,3.0
2024.0,Mato Grosso,Rural,Privada,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,5.0,4.0,5.0,4.0,6.0,5.0,6.0,5.0
2024.0,Mato Grosso,Total,Pública,5.0,7.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,7.0,4.0
2024.0,Mato Grosso,Urbana,Pública,5.0,7.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0
2024.0,Mato Grosso,Rural,Pública,5.0,6.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,6.0,6.0,6.0,10.0,4.0
2024.0,Goiás,Total,Total,6.0,8.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,6.0,6.0,6.0,6.0,5.0,3.0
2024.0,Goiás,Urbana,Total,6.0,8.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,6.0,6.0,6.0,6.0,5.0,3.0
2024.0,Goiás,Rural,Total,5.0,7.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,6.0,7.0,6.0,6.0,6.0,5.0
2024.0,Goiás,Total,Federal,7.0,7.0,7.0,6.0,5.0,6.0,5.0,5.0,5.0,5.0,5.0,6.0,6.0,6.0,6.0,10.0,10.0,10.0,10.0,5.0,5.0
2024.0,Goiás,Urbana,Federal,7.0,7.0,7.0,6.0,5.0,6.0,5.0,5.0,5.0,5.0,5.0,6.0,6.0,6.0,6.0,9.0,9.0,9.0,9.0,5.0,5.0
2024.0,Goiás,Rural,Federal,6.0,7.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,11.0,11.0,11.0,10.0,6.0,5.0
2024.0,Goiás,Total,Estadual,10.0,10.0,5.0,6.0,4.0,6.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,6.0,6.0,6.0,6.0,6.0,5.0,6.0,6.0
2024.0,Goiás,Urbana,Estadual,10.0,10.0,5.0,6.0,4.0,6.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,6.0,6.0,6.0,6.0,6.0,5.0,6.0,6.0
2024.0,Goiás,Rural,Estadual,6.0,7.0,5.0,5.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0,4.0,6.0,5.0
2024.0,Goiás,Total,Municipal,6.0,9.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,6.0,5.0,5.0,6.0,5.0
2024.0,Goiás,Urbana,Municipal,6.0,9.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,6.0,6.0,5.0,5.0,6.0,5.0
2024.0,Goiás,Rural,Municipal,5.0,6.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,6.0,5.0
2024.0,Goiás,Total,Privada,6.0,6.0,5.0,5.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,6.0,6.0,6.0,6.0,5.0,3.0
2024.0,Goiás,Urbana,Privada,6.0,6.0,5.0,5.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,6.0,6.0,5.0,6.0,5.0,3.0
2024.0,Goiás,Rural,Privada,6.0,8.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,7.0,7.0,7.0,7.0,6.0,5.0
2024.0,Goiás,Total,Pública,6.0,9.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,6.0,6.0,6.0,6.0,5.0,6.0
2024.0,Goiás,Urbana,Pública,6.0,9.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,6.0,6.0,6.0,6.0,5.0,6.0
2024.0,Goiás,Rural,Pública,5.0,6.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,6.0,6.0,6.0,6.0,6.0,5.0
2024.0,Distrito Federal,Total,Total,6.0,8.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,6.0,3.0
2024.0,Distrito Federal,Urbana,Total,6.0,8.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,6.0,3.0
2024.0,Distrito Federal,Rural,Total,6.0,8.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0
2024.0,Distrito Federal,Total,Federal,6.0,7.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,6.0,6.0,6.0,6.0,6.0,5.0
2024.0,Distrito Federal,Urbana,Federal,6.0,7.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,6.0,6.0,6.0,6.0,6.0,5.0
2024.0,Distrito Federal,Rural,Federal,6.0,7.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,8.0,8.0,8.0,8.0,6.0,5.0
2024.0,Distrito Federal,Total,Estadual,5.0,8.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,6.0,6.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,6.0,5.0
2024.0,Distrito Federal,Urbana,Estadual,5.0,8.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,6.0,5.0
2024.0,Distrito Federal,Rural,Estadual,6.0,7.0,6.0,6.0,6.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,6.0,5.0
2024.0,Distrito Federal,Total,Privada,7.0,8.0,6.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,6.0,6.0,6.0,6.0,6.0,3.0
2024.0,Distrito Federal,Urbana,Privada,7.0,8.0,6.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,6.0,6.0,6.0,6.0,6.0,3.0
2024.0,Distrito Federal,Rural,Privada,8.0,8.0,6.0,8.0,4.0,9.0,4.0,4.0,4.0,4.0,4.0,5.0,9.0,9.0,8.0,6.0,6.0,6.0,6.0,6.0,5.0
2024.0,Distrito Federal,Total,Pública,5.0,8.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,6.0,6.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,6.0,5.0
2024.0,Distrito Federal,Urbana,Pública,5.0,8.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,6.0,5.0
2024.0,Distrito Federal,Rural,Pública,6.0,7.0,6.0,6.0,6.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,6.0,6.0,6.0,6.0,6.0,5.0
2024.0,Amazonas,Total,Estadual,6.0,7.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,6.0,6.0,6.0,6.0,6.0,5.0
2024.0,Amazonas,Total,Estadual,6.0,7.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,6.0,6.0,6.0,6.0,6.0,5.0
2024.0,Amazonas,Total,Estadual,6.0,7.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,6.0,6.0,6.0,6.0,6.0,5.0
